Bnb,MEANenv,Venv,SDenv,Essentiality,GlobalEssentiality,RMenv,SSenv,DMenv
b3354,5.877852460583818,0.271907198334455,0.5214472152907281,Nonessential,Nonessential,0.7230691001984313,0.7475854626113168,-0.22613824732058863
b1703,5.878095876173353,1.3309289480794826,1.1536589392361516,Nonessential,Nonessential,0.7251331236451019,0.7475631624082629,0.40609577682788867
b4189,5.878306363030499,2.2006143296663296,1.4834467734523977,Nonessential,Nonessential,0.7579293825413933,0.7475438835592755,0.7359028898931222
b3542,5.879304610653515,2.8324486506478874,1.6829880126275074,Nonessential,Nonessential,0.7251331236451019,0.7474525109552188,0.9355355016722886
b2817,5.880877894982098,0.30741776020807854,0.5544526672386729,Nonessential,Nonessential,0.7230691001984313,0.7473087006487776,-0.1928560334101047
b0922,5.8851805102291035,0.30824348835560744,0.5551968014637759,Essential,Essential,0.7230691001984313,0.7469166508049442,-0.19171984934116826
b2543,5.885369797511943,1.9420645201361197,1.3935797501887432,Nonessential,Nonessential,0.7230691001984313,0.7468994452351128,0.6466803049536305
b4040,5.889440428039627,0.29505062262808535,0.5431856244674423,Essential,Nonessential,0.7230691001984313,0.7465303061230651,-0.2033446816556228
b3622,5.8903683347243,1.6682519820378992,1.2916082928031623,Nonessential,Nonessential,0.7230691001984313,0.7464463937180646,0.5451618990850976
b2903,5.890789373882186,1.7039690988256908,1.3053616735700841,Nonessential,Nonessential,0.7230691001984313,0.7464083470992322,0.5589533264708519
b3910,5.892019119353188,0.308271542588588,0.55522206601376,Nonessential,Nonessential,0.6857630601436033,0.7462973260060571,-0.19107525999229713
b1688,5.893650919386081,0.21225202438165713,0.460708177029296,Nonessential,Nonessential,0.6857630601436033,0.7461502457159166,-0.2854420686866206
b2677,5.896415735340669,3.144080598190305,1.7731555482219559,Nonessential,Nonessential,0.6857630601436033,0.7459016665867971,1.0272538816351586
b0195,5.896503965877728,0.5228289236617691,0.7230691001984313,Nonessential,Nonessential,0.6857630601436033,0.7458937469469377,-0.022824646748506372
b1871,5.896579529384719,0.35628892619359526,0.5968994272015975,Nonessential,Nonessential,0.6857630601436033,0.7458869649503159,-0.14898753774871842
b0387,5.896839780675531,0.4440986477331978,0.6664072686677402,Nonessential,Nonessential,0.7230691001984313,0.7458636113336707,-0.07945634266593049
b1875,5.896904987023816,0.27604150332163674,0.5253965200890055,Nonessential,Nonessential,0.7230691001984313,0.7458577611504351,-0.2204612410614296
b0444,5.89953904350219,0.24822034551907748,0.4982171670256631,Nonessential,Nonessential,0.7251331236451019,0.745621808726309,-0.2474046417006459
b2182,5.90099834289313,0.5744569489195777,0.7579293825413933,Nonessential,Nonessential,0.7579293825413933,0.7454914004346935,0.012437982106699774
b3011,5.901488253651205,1.6562701810053864,1.2869616082095792,Nonessential,Nonessential,0.7579293825413933,0.7454476704077103,0.5415139378018688
b3096,5.901820082650129,0.5258180470073025,0.7251331236451019,Nonessential,Nonessential,0.7579293825413933,0.745418065314922,-0.0202849416698202
b0635,5.906296142339303,1.148039878699834,1.0714662284457845,Essential,Essential,0.7579293825413933,0.7450198611683136,0.3264463672774709
b1915,5.906380964262268,1.402294793274612,1.1841852867159817,Nonessential,Nonessential,0.7251331236451019,0.7450123357646244,0.4391729509513572
b1853,5.906755884556601,0.4702709746575194,0.6857630601436033,Nonessential,Nonessential,0.7230691001984313,0.7449790820608748,-0.05921602191727149
b1652,5.906934523166081,0.36106310194746905,0.600885265210813,Nonessential,Nonessential,0.6857630601436033,0.7449632429408747,-0.1440779777300617
b0494,5.925490743112746,0.17430493003471065,0.41749841920025355,Nonessential,Nonessential,0.7230691001984313,0.7433369001959932,-0.32583848099573964
b0128,5.928381511695429,0.2546523351722975,0.5046308900298292,Nonessential,Nonessential,0.7251331236451019,0.7430869864159799,-0.23845609638615073
b4312,5.928385568440491,1.1656050465617276,1.0796319032715398,Nonessential,Nonessential,0.7230691001984313,0.7430866363653568,0.336545266906183
b2560,5.928584790131983,0.3641883434905483,0.603480193121985,Nonessential,Nonessential,0.7230691001984313,0.743069448113522,-0.13958925499153707
b4284,5.928740395828755,0.20448794247891425,0.45220343041480154,Nonessential,Nonessential,0.6993879482886246,0.7430560260529773,-0.2908525956381757
b4220,5.928975733858274,0.12598433575698154,0.35494272179744935,Nonessential,Nonessential,0.6857630601436033,0.7430357317552586,-0.38809300995780927
b2750,5.9305017186232885,3.814176392421842,1.952991651907873,Nonessential,Nonessential,0.6993879482886246,0.7429042918285395,1.2100873600793336
b4498,5.9311344368014165,1.4712495123250395,1.2129507460424926,Nonessential,Nonessential,0.7230691001984313,0.7428498708083964,0.47010087523409627
b4153,5.931324690474714,2.3220535557431305,1.5238285847637623,Nonessential,Nonessential,0.7188262336228728,0.7428335157511943,0.780995069012568
b4490,5.933827013071105,3.0576281638952953,1.748607492805431,Nonessential,Nonessential,0.6993879482886246,0.7426187907142902,1.0059887020911407
b3087,5.9338380185769735,0.8160576470007216,0.9033590908385887,Nonessential,Nonessential,0.6993879482886246,0.7426178479160604,0.16074124292252823
b1858,5.934180086853197,0.8212691445779897,0.9062390107350211,Nonessential,Nonessential,0.6993879482886246,0.7425885512254876,0.1636504595095335
b3654,5.934694897809625,4.748792500140444,2.179172434696356,Nonessential,Nonessential,0.7188262336228728,0.7425444852557496,1.4366279494406067
b2497,5.938669646192755,4.027469187933483,2.0068555473510004,Nonessential,Nonessential,0.7188262336228728,0.7422052924972911,1.2646502548537093
b3355,5.9396969501842944,0.1195474063092751,0.345756281662785,Nonessential,Nonessential,0.6993879482886246,0.7421179239138928,-0.39636164225110776
b1930,5.9412355645810315,2.343352660134068,1.530801313082161,Nonessential,Nonessential,0.6857630601436033,0.7419873006509657,0.7888140124311952
b3791,5.941741236574564,0.3462323353322902,0.5884151046092293,Nonessential,Nonessential,0.6857630601436033,0.741944431272512,-0.15352932666328267
b3423,5.942312668617561,0.42373584933222713,0.6509499591613991,Nonessential,Nonessential,0.6548708636109216,0.74189602304888,-0.09094606388748094
b0149,5.942469598344667,0.1568386449811468,0.3960285911157764,Nonessential,Nonessential,0.6548708636109216,0.7418827356336841,-0.34585414451790775
b0417,5.943396548891397,0.4225191521305424,0.6500147322411566,Essential,Nonessential,0.6548708636109216,0.7418043087454456,-0.09178957650428898
b3772,5.944782421044533,1.076928011576517,1.0377514208983367,Nonessential,Nonessential,0.6993879482886246,0.7416872423147562,0.2960641785835805
b1015,5.950903977323536,0.901655039252791,0.9495551796777221,Nonessential,Nonessential,0.7188262336228728,0.7411728628832871,0.20838231679443497
b2265,5.95283169808401,0.4288558480065143,0.6548708636109216,Nonessential,Nonessential,0.7188262336228728,0.7410118028623488,-0.08614093925142718
b3631,5.953683083966148,0.3596957348122738,0.5997463920794137,Nonessential,Nonessential,0.7188262336228728,0.740940811219518,-0.14119441914010433
b3934,5.9548388661436125,0.48914350221137187,0.6993879482886246,Nonessential,Nonessential,0.7188262336228728,0.7408445766146019,-0.041456628325977296
b1403,5.9557885745237735,0.29253323620595634,0.5408634173300653,Nonessential,Nonessential,0.7797134512943348,0.7407656201980825,-0.1999022028680172
b1190,5.955964209662128,1.816515296584716,1.3477816205100572,Nonessential,Nonessential,0.7797134512943348,0.7407510301744362,0.607030590335621
b3281,5.957752357942967,1.034402069906397,1.0170555884052734,Nonessential,Nonessential,0.7681412612810551,0.7406026994017431,0.2764528890035304
b0481,5.960364522940843,0.5167111541444449,0.7188262336228728,Nonessential,Nonessential,0.7188262336228728,0.7403867063964181,-0.021560472773545336
b0049,5.961202707937814,0.2730207182917554,0.5225138450718367,Nonessential,Nonessential,0.7188262336228728,0.7403175736082138,-0.21780372853637708
b2064,5.9624822045946315,0.18139639835549573,0.4259065605922216,Nonessential,Nonessential,0.7188262336228728,0.7402122057003099,-0.3143056451080883
b0009,5.964720258781847,0.38258697874473013,0.6185361579929909,Nonessential,Nonessential,0.7188262336228728,0.7400283767911607,-0.12149221879816985
b4049,5.964931370916724,0.758281961344249,0.870793868458115,Nonessential,Nonessential,0.7188262336228728,0.7400110679016001,0.13078280055651492
b2315,5.967353341620253,0.31389607906102523,0.5602642939372678,Essential,Nonessential,0.7188262336228728,0.7398128810238555,-0.1795485870865876
b1844,5.967360286867383,0.3461687869398382,0.5883611025040985,Nonessential,Nonessential,0.7188262336228728,0.7398123137312798,-0.1514512112271813
b1860,5.968177006737695,0.1262234501694688,0.355279397333238,Nonessential,Nonessential,0.7188262336228728,0.7397456445670533,-0.3844662472338153
b2749,5.969808011632422,0.8710136789016347,0.9332811360472442,Nonessential,Nonessential,0.7188262336228728,0.7396127490797642,0.19366838696748
b1997,5.9713374517205695,0.27819252059021515,0.5274395895173353,Nonessential,Nonessential,0.7224263296202208,0.7394884252876907,-0.21204883577035538
b2103,5.973020238038629,2.2039303293968984,1.4845640199724963,Nonessential,Nonessential,0.7224263296202208,0.7393519683711953,0.745212051601301
b1036,5.974015005654199,0.6630014400716872,0.814249003727783,Nonessential,Nonessential,0.7224263296202208,0.7392714667101803,0.07497753701760268
b3633,5.975750394539477,0.7157126408917068,0.8459980147090812,Essential,Nonessential,0.7224263296202208,0.739131322374804,0.10686669233427726
b1111,5.976606729676668,0.607953066129323,0.7797134512943348,Nonessential,Nonessential,0.7188262336228728,0.7390623046066221,0.040651146687712636
b3591,5.978691616801203,0.24930020741711267,0.4992997170208618,Nonessential,Nonessential,0.7108963849386712,0.7388946490096734,-0.2395949319888116
b3869,5.979036219223454,1.0805261916019349,1.0394836177650588,Nonessential,Nonessential,0.7108963849386712,0.7388669897677453,0.3006166279973135
b4169,5.981933537945095,0.18851869265454513,0.4341873934772233,Nonessential,Nonessential,0.7108963849386712,0.7386350218268315,-0.3044476283496082
b3280,5.9830616782776875,1.3514221430057094,1.1625068356812829,Nonessential,Nonessential,0.7188262336228728,0.738544981939348,0.42396185374193485
