Bnb,MEANenv,Venv,SDenv,Essentiality,GlobalEssentiality,RMenv,SSenv,DMenv
b4071,2.0903539938093476,1.0908863410386131,1.044455045006061,Nonessential,Nonessential,0.6325473356524438,0.6997508096624787,0.3447042353435823
b2826,2.0927758845321827,0.7422476836819984,0.8615379757631108,Nonessential,Nonessential,0.6850193690500741,0.7001999288748606,0.16133804688825015
b4565,2.1008816488284547,1.364840903670586,1.168264055627231,Nonessential,Nonessential,0.6325473356524438,0.7017005074377343,0.46656354818949675
b3567,2.1052097299636623,0.9443073769920755,0.9717547926262445,Nonessential,Nonessential,0.6294647444924248,0.7025000953771544,0.2692546972490901
b0650,2.1080785134628033,0.17651812325135327,0.42014059938472176,Nonessential,Nonessential,0.6294647444924248,0.7030294431275236,-0.2828888437428018
b1893,2.1141137741775538,0.8478044407290857,0.9207629666364117,Nonessential,Nonessential,0.6294647444924248,0.7041413689396813,0.2166215976967304
b0974,2.1164742859592525,1.2569377394717547,1.121132346991984,Nonessential,Nonessential,0.6294647444924248,0.7045756304863687,0.4165567165056153
b2776,2.1173423135617067,0.23839932795815524,0.4882615364311992,Nonessential,Nonessential,0.6174035932982095,0.7047352301378926,-0.21647369370669345
b4282,2.120069118023079,0.7966765572364897,0.8925673964673422,Nonessential,Nonessential,0.6174035932982095,0.7052362738559526,0.18733112261138962
b4117,2.1213981596122173,0.23767381681031,0.4875180169084113,Nonessential,Nonessential,0.6174035932982095,0.705480305429395,-0.2179622885209837
b3874,2.135012905985207,0.7568944378561439,0.8699968033597272,Nonessential,Nonessential,0.6174035932982095,0.7079733785460905,0.16202342481363663
b1386,2.13509278246906,0.126131113569017,0.3551494242836626,Nonessential,Nonessential,0.6174035932982095,0.7079879680611388,-0.35283854377747625
b1803,2.1390773204212583,0.19482940007846064,0.44139483467578167,Nonessential,Nonessential,0.6174035932982095,0.7087151878687282,-0.26732035319294656
b3483,2.145587479692217,1.3662158574927776,1.168852367706366,Nonessential,Nonessential,0.6073831525696016,0.7099009723875036,0.4589513953188624
b2740,2.1468537953613342,0.11323287179056214,0.33650092390744213,Nonessential,Nonessential,0.6174035932982095,0.7101312755366136,-0.37363035162917146
b1580,2.14746564733385,0.3962258645589137,0.6294647444924248,Nonessential,Nonessential,0.6174035932982095,0.7102425112545174,-0.08077776676209258
b3104,2.147782653230011,0.5208371754900327,0.7216904984063686,Nonessential,Nonessential,0.6294647444924248,0.7103001329341206,0.01139036547224792
b2123,2.151875414870653,0.368914294025388,0.6073831525696016,Nonessential,Nonessential,0.6461055320381117,0.7110434195927505,-0.1036602670231489
b1156,2.1532972286753598,0.21741779342572184,0.4662808096262614,Nonessential,Nonessential,0.6294647444924248,0.7113013519488501,-0.24502054232258874
b4204,2.1550740121683765,0.660223746912473,0.8125415354998616,Nonessential,Nonessential,0.6294647444924248,0.7116234727861023,0.10091806271375936
b0301,2.155726939059119,0.3377973234907945,0.5812033409150317,Nonessential,Nonessential,0.6174035932982095,0.7117417867940756,-0.13053844587904395
b4748,2.1613946110608997,4.761374274700744,2.1820573490861195,Nonessential,Nonessential,0.6174035932982095,0.7127674728930639,1.4692898761930557
b0385,2.1616526228649584,0.2873262592348741,0.5360282261549983,Nonessential,Nonessential,0.6174035932982095,0.7128141081288645,-0.17678588197386613
b0351,2.161819575466642,0.24211956310087285,0.49205646332598135,Nonessential,Nonessential,0.6174035932982095,0.7128442818498542,-0.2207878185238728
b4710,2.1629949703588522,0.9148084848363127,0.95645621166696,Nonessential,Nonessential,0.6073831525696016,0.7130566532739415,0.24339955839301852
b3144,2.1654924698240117,0.08927518709593375,0.29878953645657297,Nonessential,Nonessential,0.6174035932982095,0.7135075499563417,-0.4147180134997687
b0629,2.1682192620541865,0.38118719701754084,0.6174035932982095,Nonessential,Nonessential,0.6174035932982095,0.7139992859409962,-0.09659569264278667
b2646,2.1710751299800957,0.35333332670365347,0.5944184777609571,Nonessential,Nonessential,0.6073831525696016,0.7145136646320537,-0.12009518687109655
b3378,2.1711582398723204,0.2794558843975181,0.5286358712739025,Nonessential,Nonessential,0.6174035932982095,0.7145286239661242,-0.1858927526922216
b2115,2.171181980989647,0.462401850542472,0.6800013606916328,Nonessential,Nonessential,0.6073831525696016,0.7145328971369643,-0.03453153644533158
b0551,2.171186538065419,0.46091115940040567,0.6789043816329408,Nonessential,Nonessential,0.6174035932982095,0.7145337173611783,-0.035629335728237566
b2872,2.1723462972180823,0.35019906322885985,0.5917761935300032,Nonessential,Nonessential,0.6174035932982095,0.7147424066041803,-0.1229662130741771
b3014,2.17479708499491,0.3518788716033826,0.5931937892488277,Nonessential,Nonessential,0.6174035932982095,0.7151830440278195,-0.12198925477899181
b1698,2.1754838619318906,0.2551865421308207,0.505159917383417,Nonessential,Nonessential,0.6294647444924248,0.7153064336276111,-0.21014651624419411
b2374,2.1793269328068634,1.7324451907080558,1.3162238376157969,Nonessential,Nonessential,0.6294647444924248,0.7159961695505057,0.6002276680652912
b3566,2.1824220748904337,2.51054441962708,1.5844697597704667,Nonessential,Nonessential,0.6461055320381117,0.7165507586246956,0.867919001145771
b0270,2.182723526625632,0.8676314833750352,0.9314673818094948,Nonessential,Nonessential,0.6484887247942737,0.7166047287847782,0.21486265302471663
b1773,2.182932320555682,0.41745235853025137,0.6461055320381117,Nonessential,Nonessential,0.6484887247942737,0.7166421054104684,-0.07053657337235664
b1548,2.1844945816247043,0.2705750070432813,0.5201682487842576,Nonessential,Nonessential,0.6484887247942737,0.7169216484366763,-0.19675339965241867
b2886,2.1845020825786556,0.33382486382535653,0.5777757902727982,Nonessential,Nonessential,0.6484887247942737,0.7169229901045543,-0.13914719983175605
b0352,2.1863567267221056,0.21218512205050827,0.4606355631630153,Nonessential,Nonessential,0.6461055320381117,0.717254571531533,-0.25661900836851775
b2448,2.1928495813702993,0.6483957687175409,0.8052302581979522,Nonessential,Nonessential,0.6484887247942737,0.7184129652717047,0.08681729292624751
b0697,2.196816434107668,2.1460844860123296,1.4649520422226556,Nonessential,Nonessential,0.6484887247942737,0.7191187826155048,0.7458332596071509
b2970,2.212285575132074,1.2645904975196274,1.1245401271273636,Nonessential,Nonessential,0.6484887247942737,0.7218565302368938,0.40268359689046984
b0353,2.212447010901729,0.1738790650742354,0.41698808744883276,Nonessential,Nonessential,0.6789043816329408,0.7218849731758037,-0.30489688572697093
b0976,2.213387175959368,1.1713638678451819,1.0822956471524692,Nonessential,Nonessential,0.6484887247942737,0.7220505639690795,0.36024508318338966
b1160,2.213527906425371,1.338611742710668,1.1569838990714902,Nonessential,Nonessential,0.6789043816329408,0.7220753427466788,0.4349085563248114
b2230,2.2173862854000763,0.355799482861851,0.5964892981955762,Nonessential,Nonessential,0.6800013606916328,0.7227538773157399,-0.12626457912016376
b3134,2.21813917449679,0.7583077686843503,0.87080868661512,Nonessential,Nonessential,0.7194480573531086,0.7228860941379264,0.14792259247719364
b3422,2.2273114614965537,0.2207535968081098,0.46984422610915394,Nonessential,Nonessential,0.7194480573531086,0.7244918488016221,-0.25464762269246816
b3371,2.228413551937653,0.5278324032491015,0.7265207521118041,Nonessential,Nonessential,0.7265207521118041,0.7246841505432554,0.0018366015685487014
b2252,2.229184263618286,1.5939846255547603,1.2625310394421043,Nonessential,Nonessential,0.772873153628224,0.7248185477924068,0.5377124916496975
b1410,2.2294868121635774,0.07964408814301004,0.28221284191724877,Nonessential,Nonessential,0.781405341556442,0.7248712877171318,-0.44265844579988306
b2788,2.2352491285396097,0.8813757964860385,0.9388161675674522,Nonessential,Nonessential,0.781405341556442,0.7258737302842502,0.21294243728320206
b4477,2.2393890407866706,0.5176055072291619,0.7194480573531086,Nonessential,Nonessential,0.8052302581979522,0.7265914968759041,-0.007143439522795503
b2002,2.2457487621934322,0.42053762618530316,0.6484887247942737,Nonessential,Nonessential,0.781405341556442,0.7276900501130044,-0.0792013253187307
b1555,2.2495596889262934,1.3314472819601118,1.1538835651659625,Nonessential,Nonessential,0.772873153628224,0.7283459099758476,0.4255376551901149
b1146,2.252300460246591,1.1323743139816242,1.0641307786083551,Nonessential,Nonessential,0.772873153628224,0.728816448876008,0.3353143297323471
b4308,2.254372524303789,0.40197968749611807,0.6340186807154171,Nonessential,Nonessential,0.781405341556442,0.7291715371510789,-0.09515285643566174
b2070,2.2577819454637233,0.12592560995229957,0.3548599864063284,Nonessential,Nonessential,0.8052302581979522,0.72975458054784,-0.37489459414151166
b4474,2.2609503307244667,0.17337913361832655,0.41638820062332044,Nonessential,Nonessential,0.8052302581979522,0.7302950175756695,-0.31390681695234907
b4589,2.2617402888044564,2.0823482815548253,1.443034400683097,Nonessential,Nonessential,0.8132992274234122,0.7304295516222068,0.7126048490608903
b2629,2.2623889803991806,0.6614556333275192,0.8132992274234122,Nonessential,Nonessential,0.8132992274234122,0.730539963975448,0.08275926344796425
b1358,2.2707815620915772,0.40851642642646957,0.639152897534283,Nonessential,Nonessential,0.781405341556442,0.731963239418582,-0.09281034188429904
b4559,2.2719131051466515,1.3524412893222768,1.1629450929954848,Nonessential,Nonessential,0.772873153628224,0.7321543859719843,0.4307907070235004
b3951,2.2754597219523434,0.12794664619841098,0.3576963044237541,Nonessential,Nonessential,0.781405341556442,0.7327523291447036,-0.37505602472094945
b3173,2.2766648287262696,0.6105943078129398,0.781405341556442,Nonessential,Nonessential,0.772873153628224,0.7329550975476989,0.04845024400874309
b0681,2.2786594512635654,1.0550883810925566,1.0271749515503952,Nonessential,Nonessential,0.772873153628224,0.7332902507289312,0.293884700821464
b3242,2.2808312841770175,1.5367475088062363,1.239656205891874,Nonessential,Nonessential,0.772873153628224,0.7336545278648592,0.5060016780270149
b3765,2.281883083673272,0.13920414350599222,0.3731007149631212,Nonessential,Nonessential,0.772873153628224,0.7338306981121296,-0.36072998314900845
b0563,2.282153950535144,0.5973329115992363,0.772873153628224,Nonessential,Nonessential,0.781405341556442,0.7338760406291884,0.03899711299903552
b3060,2.2841443338939307,1.81502698750768,1.3472293744970378,Nonessential,Nonessential,0.781405341556442,0.7342088973649686,0.6130204771320692
b3115,2.28642097001924,2.4526107094096843,1.5660813227318957,Nonessential,Nonessential,0.781405341556442,0.7345889108971102,0.8314924118347855
b2846,2.289588471590764,0.5949324793033798,0.7713186626183628,Nonessential,Nonessential,0.8056812735462031,0.7351163485144648,0.03620231410389796
b4011,2.289740064827588,3.999895295974116,1.9999738238222309,Nonessential,Nonessential,0.781405341556442,0.7351415535831569,1.264832270239074
b2487,2.2899325518131195,0.1900665471544248,0.4359662224925514,Nonessential,Nonessential,0.8056812735462031,0.7351735530041175,-0.29920733051156606
b3376,2.292217799423761,0.16742565789301977,0.40917680517475546,Nonessential,Nonessential,0.8056812735462031,0.7355530318410807,-0.3263762266663252
b3118,2.292813988976527,4.580605097282389,2.1402348229300423,Nonessential,Nonessential,0.781405341556442,0.7356519031557512,1.404582919774291
b2298,2.2940339786650545,1.462159034741654,1.2091976822429218,Nonessential,Nonessential,0.781405341556442,0.7358540569268521,0.47334362531606966
b1466,2.3087046204527457,0.9681935079195183,0.9839682453816883,Nonessential,Nonessential,0.8056812735462031,0.7382670252653423,0.245701220116346
b2711,2.3092181956134707,0.4634705015374568,0.6807866784371275,Nonessential,Nonessential,0.8132992274234122,0.7383508840004722,-0.05756420556334474
b4267,2.309466549013873,2.0152642000511762,1.4196000141065004,Nonessential,Nonessential,0.8132992274234122,0.7383914211016526,0.6812085930048478
b3584,2.3095708408347404,0.3813200749715141,0.6175111942074525,Nonessential,Nonessential,0.8132992274234122,0.7384084410364078,-0.12089724682895531
b1669,2.3100348776067565,0.2477812088088924,0.4977762638062329,Nonessential,Nonessential,0.8056812735462031,0.7384841485805046,-0.24070788477427169
b3718,2.3120319285533317,0.14035890723586544,0.3746450416539173,Nonessential,Nonessential,0.8056812735462031,0.7388095738548409,-0.3641645322009236
b4094,2.313277748262703,0.6491223145430317,0.8056812735462031,Nonessential,Nonessential,0.8046738554063065,0.7390122597877596,0.06666901375844347
b2919,2.3138116703981333,0.12399893921505795,0.3521348310165553,Nonessential,Nonessential,0.8056812735462031,0.7390990487131067,-0.3869642176965514
b4230,2.314498552470749,0.9237428241073088,0.9611154062376218,Nonessential,Nonessential,0.8056812735462031,0.7392106337475618,0.22190477249006002
b3593,2.3170752126057743,0.14458617229518397,0.38024488464039063,Nonessential,Nonessential,0.8046738554063065,0.7396285377780248,-0.3593836531376342
b1355,2.32060289479796,2.156775807791448,1.4685965435719397,Nonessential,Nonessential,0.8046738554063065,0.7401989426287675,0.7283976009431722
b1486,2.321758814067938,2.3552112361165083,1.5346697482248448,Nonessential,Nonessential,0.8056812735462031,0.7403854075610459,0.7942843406637989
b0527,2.322072353385052,0.5612160354277468,0.7491435345965063,Nonessential,Nonessential,0.8601620810676284,0.7404359479939757,0.00870758660253057
b3050,2.324122589494835,1.1446583894788622,1.069887091930201,Nonessential,Nonessential,0.8601620810676284,0.7407660363244851,0.3291210556057159
b0062,2.3265619568847153,0.8894910273547331,0.9431283196653216,Nonessential,Nonessential,0.8601620810676284,0.7411578776137889,0.2019704420515327
b0514,2.328007653981776,0.38338016472649367,0.6191770059736502,Nonessential,Nonessential,0.9394973217742174,0.7413896416359267,-0.12221263566227647
b4305,2.330293907107861,1.2412754820563248,1.1141254337175526,Nonessential,Nonessential,0.8601620810676284,0.7417554539402048,0.37236997977734776
b1692,2.3332285175445504,0.2891866474568247,0.5377607715860508,Nonessential,Nonessential,0.9394973217742174,0.7422237383054567,-0.2044629667194059
b3482,2.333361618916273,0.19843824353091039,0.4454640765885734,Nonessential,Nonessential,0.9431283196653216,0.7422449437747796,-0.29678086718620617
b1587,2.335149472653044,2.03842095035778,1.4277328007571235,Nonessential,Nonessential,0.9394973217742174,0.7425294954406733,0.6852033053164502
b2345,2.3431147722779566,0.9138990424493378,0.9559806705416892,Nonessential,Nonessential,0.9394973217742174,0.7437907348824601,0.21218993565922917
b0021,2.3459607479282427,0.9147422415948466,0.9564215815187603,Nonessential,Nonessential,0.8601620810676284,0.7442387779273754,0.21218280359138497
b1368,2.3477743641535995,0.18631537556040878,0.4316426479860497,Nonessential,Nonessential,0.9394973217742174,0.7445235789443191,-0.3128809309582694
b1475,2.348079227195054,1.6026751494064004,1.265968068083236,Nonessential,Nonessential,0.8601620810676284,0.7445713981109674,0.5213966699722685
b1828,2.349445067684179,0.6475000135744495,0.8046738554063065,Nonessential,Nonessential,0.8601620810676284,0.7447854418835776,0.05988841352272889
b3142,2.3521494042801425,0.23989801372859584,0.4897938481939068,Nonessential,Nonessential,0.8601620810676284,0.745208304564065,-0.25541445637015814
b0566,2.35276353405558,0.2568769733782916,0.5068303201055473,Nonessential,Nonessential,0.8601620810676284,0.7453041588212876,-0.23847383871574035
b2681,2.354211240280425,0.8826552176209274,0.9394973217742174,Nonessential,Nonessential,0.8805718873811141,0.7455298642667711,0.19396745750744626
b0342,2.357769827044171,0.5479659130863402,0.7402471972836778,Nonessential,Nonessential,0.8805718873811141,0.7460831490153631,-0.005835951731685274
b2761,2.3618898668406034,0.3647074394599853,0.6039101253166611,Nonessential,Nonessential,0.8805718873811141,0.7467210337336289,-0.14281090841696775
b2375,2.3623444322990883,1.9136504606867433,1.3833475559983988,Nonessential,Nonessential,0.8805718873811141,0.7467912348660011,0.6365563211323977
b3946,2.3624977621287515,0.7398788057065934,0.8601620810676284,Nonessential,Nonessential,0.8805718873811141,0.746814906539103,0.11334717452852539
b2876,2.364163519833167,2.5415210827854238,1.594214879740314,Nonessential,Nonessential,0.8601620810676284,0.7470718152923003,0.8471430644480137
b3479,2.364464068753074,1.4434636346414216,1.2014423143211752,Nonessential,Nonessential,0.8601620810676284,0.747118118535636,0.4543241957855392
b0285,2.3662263816826625,1.2245552002170168,1.106596222755625,Nonessential,Nonessential,0.8601620810676284,0.7473893155986294,0.35920690715699555
b1182,2.3669750188822247,1.0073434857973849,1.003665026688379,Nonessential,Nonessential,0.8452051979027131,0.7475043614968335,0.25616066519154557
b4195,2.3671705684833055,0.48207011785333537,0.6943126945788441,Nonessential,Nonessential,0.8452051979027131,0.7475343966654172,-0.053221702086573064
b4123,2.368329580349878,2.0033677601642417,1.4154037445775822,Nonessential,Nonessential,0.8452051979027131,0.7477122802252548,0.6676914643523274
b0977,2.3707603946954565,0.96956709412547,0.9846659809932858,Nonessential,Nonessential,0.8601620810676284,0.7480846179615906,0.2365813630316952
b4194,2.3719455151512223,0.5970937580914712,0.7727184209603595,Nonessential,Nonessential,0.8601620810676284,0.7482657843231693,0.024452636637190217
b3133,2.371993229708958,0.9094298948299797,0.9536403382984487,Nonessential,Nonessential,0.8452051979027131,0.7482730733409348,0.2053672649575139
b2258,2.37254639768726,0.5244226420362994,0.7241703128659027,Nonessential,Nonessential,0.8452051979027131,0.7483575487600406,-0.02418723589413785
b2713,2.380493733292224,0.8862570774073794,0.9414122781265281,Nonessential,Nonessential,0.8274270149851118,0.7495654836497808,0.19184679447674724
b0993,2.3817360897932316,0.25564950658003427,0.5056179452709667,Nonessential,Nonessential,0.8452051979027131,0.749753347019618,-0.24413540174865134
b3647,2.3823278190629003,0.20039445313943827,0.44765439028276965,Nonessential,Nonessential,0.8452051979027131,0.7498427338983729,-0.3021883436156032
b2738,2.3845749702820216,0.337593716818187,0.5810281549272694,Nonessential,Nonessential,0.8601620810676284,0.7501816509509902,-0.16915349602372076
b2859,2.386341344996077,0.40413854875563016,0.6357189227603895,Nonessential,Nonessential,0.8805718873811141,0.750447458961254,-0.11472853620086443
b4715,2.388644132837584,0.7754068488459375,0.8805718873811141,Nonessential,Nonessential,0.8805718873811141,0.750793199869865,0.1297786875112491
b3568,2.3996267806905887,0.7143718265617643,0.8452051979027131,Nonessential,Nonessential,0.8601620810676284,0.7524299858511219,0.09277521205159123
b4116,2.399767841392381,2.3447270757109266,1.5312501675790688,Nonessential,Nonessential,0.8601620810676284,0.7524508791113376,0.7787992884677313
b1024,2.408641642330666,0.373770608086806,0.6113678173463222,Nonessential,Nonessential,0.8805718873811141,0.7537587049865679,-0.14239088764024577
b3043,2.408851539713028,0.9261595807817867,0.9623718516154692,Nonessential,Nonessential,0.8805718873811141,0.7537894852979927,0.2085823663174765
b0942,2.4116466230219866,0.18896689496080488,0.4347032263059533,Nonessential,Nonessential,0.8805718873811141,0.7541986938096421,-0.3194954675036888
b1359,2.413795398096323,0.26432734024247045,0.5141277470069773,Nonessential,Nonessential,0.8805718873811141,0.7545124296699581,-0.24038468266298085
b3126,2.4141161256689037,2.0507235927856877,1.4320347735951413,Nonessential,Nonessential,0.8452051979027131,0.7545591948462861,0.6774755787488552
b4298,2.4151699090228376,0.6146103958650339,0.7839709151907575,Nonessential,Nonessential,0.8274270149851118,0.7547127312453688,0.029258183945388705
b2505,2.416398666050238,0.6846354651271725,0.8274270149851118,Nonessential,Nonessential,0.8274270149851118,0.7548915382909072,0.07253547669420468
b4334,2.4192637181641765,1.2398766802005836,1.1134974989646738,Nonessential,Nonessential,0.8452051979027131,0.7553075271914615,0.3581899717732122
b4268,2.427498554515123,1.1373865100170697,1.0664832441332914,Nonessential,Nonessential,0.8274270149851118,0.7564959926451584,0.309987251488133
b3013,2.4319192904536893,0.13733655999737132,0.3705894763715928,Nonessential,Nonessential,0.8274270149851118,0.7571296488247011,-0.38654017245310834
b0938,2.432631698300775,0.30853608033201846,0.5554602419003708,Nonessential,Nonessential,0.8274270149851118,0.7572314815375639,-0.20177123963719312
b1353,2.4328842460017763,1.1561968146991148,1.0752659274333558,Nonessential,Nonessential,0.7992831487835637,0.7572675623931822,0.31799836504017365
b2098,2.4346849177377345,0.22336873036992203,0.47261901185830646,Nonessential,Nonessential,0.8274270149851118,0.7575245364484334,-0.28490552459012697
b1950,2.440017974659141,3.103916861378286,1.7617936489209756,Nonessential,Nonessential,0.8274270149851118,0.758282716231819,1.0035109326891565
b3800,2.4401989389061116,1.5197715124194013,1.2327901331611157,Nonessential,Nonessential,0.8452051979027131,0.7583083674970045,0.47448176566411127
b0278,2.4407489504957094,0.7935950219551489,0.8908395040382688,Nonessential,Nonessential,0.8470590265695328,0.7583862999960266,0.13245320404224226
b4157,2.4417509754322237,0.8869120237718867,0.9417600669872803,Nonessential,Nonessential,0.8470590265695328,0.7585281620202442,0.18323190496703612
b0943,2.443347526954082,0.15008617998132132,0.3874095765224723,Nonessential,Nonessential,0.8470590265695328,0.7587538821173522,-0.37134430559487985
b0305,2.4433543598473837,0.5638543878344345,0.7509023823603402,Nonessential,Nonessential,0.8470590265695328,0.7587548473282401,-0.00785246496789982
b3334,2.4445050109697126,0.23631988107417995,0.4861274329578407,Nonessential,Nonessential,0.8571653035076257,0.7589172881039952,-0.27278985514615445
b4419,2.449529634118359,1.036888581142716,1.0182772614286917,Nonessential,Nonessential,0.8470590265695328,0.7596243264311444,0.25865293499754727
b4720,2.4530178553233473,4.272339118235427,2.06696374381251,Nonessential,Nonessential,0.8470590265695328,0.7601129936717721,1.306850750140738
b1357,2.457368070486919,0.5673279736298252,0.7532117720998691,Nonessential,Nonessential,0.8274270149851118,0.7607199593781938,-0.007508187278324696
b1043,2.4597963411489525,1.4661107450230864,1.2108306012911494,Nonessential,Nonessential,0.8274270149851118,0.7610575937071135,0.44977300758403593
b1542,2.462512221346565,0.1469865079515381,0.38338819485156045,Nonessential,Nonessential,0.8274270149851118,0.7614342363850533,-0.3780460415334928
b3681,2.467830551525501,0.2364193172152145,0.48622969594134674,Nonessential,Nonessential,0.8274270149851118,0.7621688299228274,-0.2759391339814807
b4304,2.470984249294648,0.7175089944929245,0.8470590265695328,Nonessential,Nonessential,0.8274270149851118,0.7626026101190487,0.08445641645048407
b3114,2.4739463455556545,2.4040156836875286,1.5504888531323044,Nonessential,Nonessential,0.8186879933825032,0.7630088188440436,0.7874800342882609
b2737,2.474359651193676,0.51302231864351,0.7162557634277786,Nonessential,Nonessential,0.8186879933825032,0.7630654048424069,-0.04680964141462829
b1457,2.4749352841450776,1.0112180827182649,1.005593398306823,Nonessential,Nonessential,0.7992831487835637,0.7631441775005529,0.24244922080627018
b1465,2.4755304279404324,0.5596792783442844,0.7481171554939002,Nonessential,Nonessential,0.7992831487835637,0.7632255740839223,-0.015108418590022099
b4307,2.4755471475043476,0.6388535519293684,0.7992831487835637,Nonessential,Nonessential,0.7992831487835637,0.7632278601091702,0.03605528867439345
b1900,2.479492553911872,0.73473235753732,0.8571653035076257,Nonessential,Nonessential,0.7992831487835637,0.7637662813165078,0.09339902219111784
b3324,2.4861438066407127,0.9477326780469522,0.9735156280445385,Nonessential,Nonessential,0.7992831487835637,0.7646694134857933,0.2088462145587452
b4321,2.4882313731074257,1.2533208876921371,1.1195181497823683,Nonessential,Nonessential,0.7992831487835637,0.7649517149067085,0.35456643487565975
b0330,2.4903594310990496,1.8895841586647872,1.374621460135403,Nonessential,Nonessential,0.7956749018452648,0.7652389324677019,0.6093825276677011
b3266,2.496650202657306,0.09640290944206761,0.31048817923081645,Nonessential,Nonessential,0.7956749018452648,0.7660847274483993,-0.45559654821758283
b4309,2.5000901124921677,0.6702500305086696,0.8186879933825032,Nonessential,Nonessential,0.7956749018452648,0.7665452059798012,0.05214278740270195
b3211,2.503113683638202,1.13303422166089,1.0644408023281002,Nonessential,Nonessential,0.7956749018452648,0.7669487985901503,0.29749200373794993
b4593,2.5034362278651834,1.6703146688207875,1.2924065416194657,Nonessential,Nonessential,0.7956749018452648,0.7669917895216217,0.5254147520978439
b4306,2.5048746654358176,0.4631879340192816,0.680579116649403,Nonessential,Nonessential,0.7956749018452648,0.7671833679542769,-0.08660425130487392
b3240,2.5065556396818893,0.573001555720044,0.7569686623104315,Nonessential,Nonessential,0.7569686623104315,0.767406947223717,-0.010438284913285578
b2867,2.507041012876342,0.6330985494264717,0.7956749018452648,Nonessential,Nonessential,0.7532117720998691,0.7674714445998025,0.02820345724546225
b2274,2.5098298122014144,0.39187940764756946,0.6260027217573175,Nonessential,Nonessential,0.7569686623104315,0.7678415089965881,-0.14183878723927057
b1872,2.5125641770496676,0.11425461500854779,0.33801570231062905,Nonessential,Nonessential,0.7481171554939002,0.768203504405548,-0.4301878020949189
b1796,2.5141222403723438,1.8580435184202337,1.3631007000292508,Nonessential,Nonessential,0.7481171554939002,0.7684094026508429,0.5946912973784079
b3898,2.5141424579977736,0.32021740620867123,0.5658775540774446,Nonessential,Nonessential,0.7569686623104315,0.7684120726625597,-0.20253451858511518
b3395,2.522344427507776,0.16421911503587086,0.4052395773315717,Nonessential,Nonessential,0.7481171554939002,0.769491623220453,-0.36425204588888127
b0621,2.5237374088860234,2.736155561352815,1.6541328729436504,Nonessential,Nonessential,0.7481171554939002,0.7696742621976207,0.8844586107460297
b3533,2.5240736054110906,0.2907055904475943,0.5391712069905016,Nonessential,Nonessential,0.7481171554939002,0.7697183120366751,-0.23054710504617348
b3325,2.531413134289953,0.5048292477224581,0.7105133691370332,Nonessential,Nonessential,0.7332558459091513,0.7706770984063482,-0.060163729269315014
b4696,2.5323104538072925,0.4652884523950788,0.6821205556168783,Nonessential,Nonessential,0.7262200364218909,0.7707939482664823,-0.08867339264960394
b2703,2.533359537353538,4.572459642932227,2.138331041474221,Nonessential,Nonessential,0.7262200364218909,0.7709304607381,1.367400580736121
b2044,2.534375289154471,0.3453339855027962,0.5876512447896254,Nonessential,Nonessential,0.7262200364218909,0.7710625335592991,-0.18341128876967372
b1821,2.534949144516882,1.3400132757227359,1.157589424503669,Nonessential,Nonessential,0.7105133691370332,0.7711371046634888,0.38645231984018025
b2408,2.5355488384846283,0.5273955413006125,0.7262200364218909,Nonessential,Nonessential,0.6821205556168783,0.7712149994371149,-0.04499496301522399
b4114,2.540308381489686,0.7490196604438658,0.8654592193996583,Nonessential,Nonessential,0.680579116649403,0.7718320039848694,0.09362721541478891
b3710,2.540626846472776,0.7685521379312802,0.876671054575934,Nonessential,Nonessential,0.6821205556168783,0.7718732120738818,0.10479784250205215
b3907,2.5420297243105248,0.21325358039518894,0.46179387219319934,Nonessential,Nonessential,0.6821205556168783,0.7720546265575295,-0.3102607543643302
b4084,2.543759350973816,0.3499311839887477,0.5915498153061564,Nonessential,Nonessential,0.6821205556168783,0.7722780443288408,-0.18072822902268448
b2245,2.5458799675613433,0.1567220066964907,0.39588130379760383,Nonessential,Nonessential,0.6821205556168783,0.7725515922013396,-0.3766702884037358
b3488,2.547501806411426,0.21071151015819573,0.4590332342632674,Nonessential,Nonessential,0.6821205556168783,0.7727605244755362,-0.3137272902122688
b4085,2.5481160983737903,0.537664135559945,0.7332558459091513,Nonessential,Nonessential,0.6260027217573175,0.7728395981785275,-0.03958375226937627
b4379,2.5495582273130593,1.3099809745306343,1.1445440028809004,Nonessential,Nonessential,0.6260027217573175,0.7730251006561242,0.37151890222477624
b4569,2.5525613149679756,0.20277428069941564,0.4503046532064882,Nonessential,Nonessential,0.6821205556168783,0.7734107962756164,-0.32310614306912816
b2632,2.5589602687319144,0.293357648999909,0.5416250077312799,Nonessential,Nonessential,0.7105133691370332,0.7742300005645765,-0.2326049928332966
b1483,2.5591205524342797,1.6112895994859235,1.2693658257121638,Nonessential,Nonessential,0.7105133691370332,0.7742504750554531,0.49511535065671075
b2881,2.5627759280290574,0.12086356156701507,0.3476543708441116,Nonessential,Nonessential,0.7262200364218909,0.7747168187645793,-0.4270624479204677
b4156,2.566198526059222,0.9797622683514939,0.9898294137635505,Nonessential,Nonessential,0.7262200364218909,0.7751524521330286,0.21467696163052186
b1791,2.569306373720524,0.2924343931644094,0.5407720343771573,Nonessential,Nonessential,0.7262200364218909,0.7755471896022148,-0.23477515522505754
b0106,2.56990677907191,0.24668053999712777,0.4966694474166171,Nonessential,Nonessential,0.7332558459091513,0.7756233586136846,-0.2789539111970675
