hours_grown1,hours_grown2,gene_downstream,fl_mean_log1,fl_mean_log2,fl_var_log1,fl_var_log2,cor_mean,cor_var
1h,2h,yahD,6.495423888,6.610221057,0.246931526,0.24878269,0.997423558,0.961316293
1h,3h,yahD,6.495423888,6.584144495,0.246931526,0.251702192,0.995279051,0.940861022
1h,5h,yahD,6.495423888,6.556419201,0.246931526,0.24200463,0.991778376,0.925975111
1h,6.5h,yahD,6.495423888,6.543141259,0.246931526,0.235938431,0.989290714,0.92687542
1h,8.5h,yahD,6.495423888,6.536238451,0.246931526,0.23840524,0.987573816,0.912746801
1h,10h,yahD,6.495423888,6.414253251,0.246931526,0.26060426,0.987872528,0.897892651
1h,11h,yahD,6.495423888,6.428389737,0.246931526,0.250139488,0.988161273,0.915633832
1h,2h,prpC,5.877636146,5.876022598,0.219706803,0.234468142,0.997423558,0.961316293
1h,3h,prpC,5.877636146,5.873115566,0.219706803,0.22109219,0.995279051,0.940861022
1h,5h,prpC,5.877636146,5.89064363,0.219706803,0.203646557,0.991778376,0.925975111
1h,6.5h,prpC,5.877636146,5.915313722,0.219706803,0.220704021,0.989290714,0.92687542
1h,8.5h,prpC,5.877636146,5.861302685,0.219706803,0.249223091,0.987573816,0.912746801
1h,10h,prpC,5.877636146,5.758942948,0.219706803,0.261966433,0.987872528,0.897892651
1h,11h,prpC,5.877636146,5.796263797,0.219706803,0.239661184,0.988161273,0.915633832
1h,2h,b0374,6.005649693,6.067340663,0.226637493,0.22880366,0.997423558,0.961316293
1h,3h,b0374,6.005649693,6.053796982,0.226637493,0.226158868,0.995279051,0.940861022
1h,5h,b0374,6.005649693,6.064690132,0.226637493,0.208232959,0.991778376,0.925975111
1h,6.5h,b0374,6.005649693,6.067407005,0.226637493,0.211280866,0.989290714,0.92687542
1h,8.5h,b0374,6.005649693,6.021957449,0.226637493,0.218233379,0.987573816,0.912746801
1h,10h,b0374,6.005649693,5.947106023,0.226637493,0.245029151,0.987872528,0.897892651
1h,11h,b0374,6.005649693,5.956377132,0.226637493,0.231374776,0.988161273,0.915633832
1h,2h,yaiZ,6.334186561,6.42793224,0.239755979,0.240834218,0.997423558,0.961316293
1h,3h,yaiZ,6.334186561,6.392648116,0.239755979,0.23472285,0.995279051,0.940861022
1h,5h,yaiZ,6.334186561,6.319088067,0.239755979,0.223690357,0.991778376,0.925975111
1h,6.5h,yaiZ,6.334186561,6.355033558,0.239755979,0.221478357,0.989290714,0.92687542
1h,8.5h,yaiZ,6.334186561,6.340392262,0.239755979,0.224807664,0.987573816,0.912746801
1h,10h,yaiZ,6.334186561,6.296080103,0.239755979,0.250084951,0.987872528,0.897892651
1h,11h,yaiZ,6.334186561,6.249422139,0.239755979,0.234014797,0.988161273,0.915633832
1h,2h,ybaD,7.176268881,7.259202949,0.190741798,0.177326631,0.997423558,0.961316293
1h,3h,ybaD,7.176268881,7.169729889,0.190741798,0.173464374,0.995279051,0.940861022
1h,5h,ybaD,7.176268881,7.07361641,0.190741798,0.183777194,0.991778376,0.925975111
1h,6.5h,ybaD,7.176268881,7.058392609,0.190741798,0.186242391,0.989290714,0.92687542
1h,8.5h,ybaD,7.176268881,7.052661636,0.190741798,0.19561692,0.987573816,0.912746801
1h,10h,ybaD,7.176268881,7.001104154,0.190741798,0.196050993,0.987872528,0.897892651
1h,11h,ybaD,7.176268881,6.952113501,0.190741798,0.195451961,0.988161273,0.915633832
1h,2h,ybaQ,6.879095764,6.991204273,0.206188032,0.208293564,0.997423558,0.961316293
1h,3h,ybaQ,6.879095764,6.928242417,0.206188032,0.199278785,0.995279051,0.940861022
1h,5h,ybaQ,6.879095764,6.854285082,0.206188032,0.207805506,0.991778376,0.925975111
1h,6.5h,ybaQ,6.879095764,6.866884837,0.206188032,0.205227932,0.989290714,0.92687542
1h,8.5h,ybaQ,6.879095764,6.85953551,0.206188032,0.202332293,0.987573816,0.912746801
1h,10h,ybaQ,6.879095764,6.776592494,0.206188032,0.208358116,0.987872528,0.897892651
1h,11h,ybaQ,6.879095764,6.758221247,0.206188032,0.210304929,0.988161273,0.915633832
1h,2h,allA,6.244949097,6.259840297,0.271246373,0.257193298,0.997423558,0.961316293
1h,3h,allA,6.244949097,6.170311685,0.271246373,0.251215655,0.995279051,0.940861022
1h,5h,allA,6.244949097,6.154853308,0.271246373,0.222675532,0.991778376,0.925975111
1h,6.5h,allA,6.244949097,6.16758657,0.271246373,0.222892976,0.989290714,0.92687542
1h,8.5h,allA,6.244949097,6.088436768,0.271246373,0.243329138,0.987573816,0.912746801
1h,10h,allA,6.244949097,6.026633323,0.271246373,0.270649238,0.987872528,0.897892651
1h,11h,allA,6.244949097,6.012960834,0.271246373,0.260687979,0.988161273,0.915633832
1h,2h,nhaA,6.610685516,6.781456615,0.278642019,0.255427963,0.997423558,0.961316293
1h,3h,nhaA,6.610685516,6.838801237,0.278642019,0.239000531,0.995279051,0.940861022
1h,5h,nhaA,6.610685516,6.901835655,0.278642019,0.236517779,0.991778376,0.925975111
1h,6.5h,nhaA,6.610685516,6.945603573,0.278642019,0.231839368,0.989290714,0.92687542
1h,8.5h,nhaA,6.610685516,6.981509567,0.278642019,0.226413139,0.987573816,0.912746801
1h,10h,nhaA,6.610685516,6.905495631,0.278642019,0.235724344,0.987872528,0.897892651
1h,11h,nhaA,6.610685516,6.880073062,0.278642019,0.24573263,0.988161273,0.915633832
1h,2h,fdrA,5.734272055,5.747368332,0.253835568,0.249992315,0.997423558,0.961316293
1h,3h,fdrA,5.734272055,5.762115929,0.253835568,0.240872144,0.995279051,0.940861022
1h,5h,fdrA,5.734272055,5.797990319,0.253835568,0.238787196,0.991778376,0.925975111
1h,6.5h,fdrA,5.734272055,5.805814605,0.253835568,0.243070606,0.989290714,0.92687542
1h,8.5h,fdrA,5.734272055,5.744210135,0.253835568,0.242319105,0.987573816,0.912746801
1h,10h,fdrA,5.734272055,5.659813546,0.253835568,0.295247264,0.987872528,0.897892651
1h,11h,fdrA,5.734272055,5.668342136,0.253835568,0.29407407,0.988161273,0.915633832
1h,2h,ahpC,6.694764693,6.694909731,0.25838459,0.24552562,0.997423558,0.961316293
1h,3h,ahpC,6.694764693,6.648981801,0.25838459,0.231312215,0.995279051,0.940861022
1h,5h,ahpC,6.694764693,6.573001372,0.25838459,0.228926846,0.991778376,0.925975111
1h,6.5h,ahpC,6.694764693,6.657826803,0.25838459,0.221759626,0.989290714,0.92687542
1h,8.5h,ahpC,6.694764693,6.646147731,0.25838459,0.231126258,0.987573816,0.912746801
1h,10h,ahpC,6.694764693,6.547999191,0.25838459,0.240592054,0.987872528,0.897892651
1h,11h,ahpC,6.694764693,6.517129271,0.25838459,0.250644908,0.988161273,0.915633832
1h,2h,ycjG,6.349334314,6.426316251,0.255625138,0.240906859,0.997423558,0.961316293
1h,3h,ycjG,6.349334314,6.440512088,0.255625138,0.234844952,0.995279051,0.940861022
1h,5h,ycjG,6.349334314,6.46705312,0.255625138,0.227351771,0.991778376,0.925975111
1h,6.5h,ycjG,6.349334314,6.484964055,0.255625138,0.236986551,0.989290714,0.92687542
1h,8.5h,ycjG,6.349334314,6.517769949,0.255625138,0.241870585,0.987573816,0.912746801
1h,10h,ycjG,6.349334314,6.458075316,0.255625138,0.251552071,0.987872528,0.897892651
1h,11h,ycjG,6.349334314,6.449563611,0.255625138,0.253710689,0.988161273,0.915633832
1h,2h,marR,6.209153098,6.297477917,0.261669587,0.250615827,0.997423558,0.961316293
1h,3h,marR,6.209153098,6.313517611,0.261669587,0.250775925,0.995279051,0.940861022
1h,5h,marR,6.209153098,6.340550428,0.261669587,0.240057636,0.991778376,0.925975111
1h,6.5h,marR,6.209153098,6.337841426,0.261669587,0.240897905,0.989290714,0.92687542
1h,8.5h,marR,6.209153098,6.326270027,0.261669587,0.248019421,0.987573816,0.912746801
1h,10h,marR,6.209153098,6.229883334,0.261669587,0.277811814,0.987872528,0.897892651
1h,11h,marR,6.209153098,6.230108482,0.261669587,0.273673042,0.988161273,0.915633832
1h,2h,aceB,10.22063228,10.24410515,0.112459215,0.088846637,0.997423558,0.961316293
1h,3h,aceB,10.22063228,10.13656724,0.112459215,0.08831265,0.995279051,0.940861022
1h,5h,aceB,10.22063228,9.980984168,0.112459215,0.099318716,0.991778376,0.925975111
1h,6.5h,aceB,10.22063228,9.9609844,0.112459215,0.110399727,0.989290714,0.92687542
1h,8.5h,aceB,10.22063228,9.890655024,0.112459215,0.132229205,0.987573816,0.912746801
1h,10h,aceB,10.22063228,9.785494817,0.112459215,0.137261696,0.987872528,0.897892651
1h,11h,aceB,10.22063228,9.79333342,0.112459215,0.140666261,0.988161273,0.915633832
1h,2h,katE,7.168681512,7.419111691,0.222361334,0.185250506,0.997423558,0.961316293
1h,3h,katE,7.168681512,7.536059488,0.222361334,0.165207936,0.995279051,0.940861022
1h,5h,katE,7.168681512,7.680605113,0.222361334,0.167965747,0.991778376,0.925975111
1h,6.5h,katE,7.168681512,7.748189677,0.222361334,0.161547637,0.989290714,0.92687542
1h,8.5h,katE,7.168681512,7.836376647,0.222361334,0.156656375,0.987573816,0.912746801
1h,10h,katE,7.168681512,7.759590572,0.222361334,0.163619563,0.987872528,0.897892651
1h,11h,katE,7.168681512,7.717370537,0.222361334,0.167612558,0.988161273,0.915633832
1h,2h,evgA,10.27664811,10.25667255,0.116598995,0.088801979,0.997423558,0.961316293
1h,3h,evgA,10.27664811,10.12006588,0.116598995,0.072137976,0.995279051,0.940861022
1h,5h,evgA,10.27664811,9.925421901,0.116598995,0.074232098,0.991778376,0.925975111
1h,6.5h,evgA,10.27664811,9.854481477,0.116598995,0.079468248,0.989290714,0.92687542
1h,8.5h,evgA,10.27664811,9.775681255,0.116598995,0.089213743,0.987573816,0.912746801
1h,10h,evgA,10.27664811,9.685055805,0.116598995,0.090805955,0.987872528,0.897892651
1h,11h,evgA,10.27664811,9.640210504,0.116598995,0.094137946,0.988161273,0.915633832
1h,2h,ypjD,6.615612904,6.740407764,0.233049569,0.225759147,0.997423558,0.961316293
1h,3h,ypjD,6.615612904,6.68665272,0.233049569,0.214827821,0.995279051,0.940861022
1h,5h,ypjD,6.615612904,6.643251501,0.233049569,0.201467934,0.991778376,0.925975111
1h,6.5h,ypjD,6.615612904,6.630090501,0.233049569,0.217277723,0.989290714,0.92687542
1h,8.5h,ypjD,6.615612904,6.628016186,0.233049569,0.210044413,0.987573816,0.912746801
1h,10h,ypjD,6.615612904,6.503187858,0.233049569,0.230240452,0.987872528,0.897892651
1h,11h,ypjD,6.615612904,6.502619588,0.233049569,0.22116099,0.988161273,0.915633832
1h,2h,yqcD,6.768312621,6.871295248,0.229410644,0.198603634,0.997423558,0.961316293
1h,3h,yqcD,6.768312621,6.821362043,0.229410644,0.206158392,0.995279051,0.940861022
1h,5h,yqcD,6.768312621,6.778065076,0.229410644,0.208577257,0.991778376,0.925975111
1h,6.5h,yqcD,6.768312621,6.786087819,0.229410644,0.209053582,0.989290714,0.92687542
1h,8.5h,yqcD,6.768312621,6.78521441,0.229410644,0.205085745,0.987573816,0.912746801
1h,10h,yqcD,6.768312621,6.697835562,0.229410644,0.217441402,0.987872528,0.897892651
1h,11h,yqcD,6.768312621,6.680338155,0.229410644,0.226176011,0.988161273,0.915633832
1h,2h,nfnB,6.681960469,6.726169136,0.255755141,0.242564389,0.997423558,0.961316293
1h,3h,nfnB,6.681960469,6.668570666,0.255755141,0.230953421,0.995279051,0.940861022
1h,5h,nfnB,6.681960469,6.624695146,0.255755141,0.23314246,0.991778376,0.925975111
1h,6.5h,nfnB,6.681960469,6.634265258,0.255755141,0.2280613,0.989290714,0.92687542
1h,8.5h,nfnB,6.681960469,6.644289133,0.255755141,0.248446524,0.987573816,0.912746801
1h,10h,nfnB,6.681960469,6.590653538,0.255755141,0.239742154,0.987872528,0.897892651
1h,11h,nfnB,6.681960469,6.561910186,0.255755141,0.239117687,0.988161273,0.915633832
1h,2h,yaiX,5.747274854,5.750406322,0.266059305,0.256239335,0.997423558,0.961316293
1h,3h,yaiX,5.747274854,5.761182459,0.266059305,0.237630315,0.995279051,0.940861022
1h,5h,yaiX,5.747274854,5.788260199,0.266059305,0.229856938,0.991778376,0.925975111
1h,6.5h,yaiX,5.747274854,5.798644726,0.266059305,0.229733306,0.989290714,0.92687542
1h,8.5h,yaiX,5.747274854,5.740065759,0.266059305,0.253878953,0.987573816,0.912746801
1h,10h,yaiX,5.747274854,5.629102684,0.266059305,0.290936297,0.987872528,0.897892651
1h,11h,yaiX,5.747274854,5.663849548,0.266059305,0.297053556,0.988161273,0.915633832
1h,2h,pmrD,7.54380554,7.403999444,0.321783128,0.25958412,0.997423558,0.961316293
1h,3h,pmrD,7.54380554,7.213545286,0.321783128,0.26414131,0.995279051,0.940861022
1h,5h,pmrD,7.54380554,7.017671125,0.321783128,0.23613327,0.991778376,0.925975111
1h,6.5h,pmrD,7.54380554,6.977315221,0.321783128,0.231930665,0.989290714,0.92687542
1h,8.5h,pmrD,7.54380554,6.919782685,0.321783128,0.228536075,0.987573816,0.912746801
1h,10h,pmrD,7.54380554,6.815018654,0.321783128,0.239344038,0.987872528,0.897892651
1h,11h,pmrD,7.54380554,6.76016641,0.321783128,0.257549618,0.988161273,0.915633832
1h,2h,hscB,5.831309601,5.843609921,0.29609446,0.289444222,0.997423558,0.961316293
1h,3h,hscB,5.831309601,5.809625959,0.29609446,0.265122461,0.995279051,0.940861022
1h,5h,hscB,5.831309601,5.823049489,0.29609446,0.260388716,0.991778376,0.925975111
1h,6.5h,hscB,5.831309601,5.822351059,0.29609446,0.243261002,0.989290714,0.92687542
1h,8.5h,hscB,5.831309601,5.775034084,0.29609446,0.280599617,0.987573816,0.912746801
1h,10h,hscB,5.831309601,5.649887494,0.29609446,0.32847523,0.987872528,0.897892651
1h,11h,hscB,5.831309601,5.654818342,0.29609446,0.307664917,0.988161273,0.915633832
1h,2h,ygeA,7.954221774,8.021739849,0.119449593,0.102338998,0.997423558,0.961316293
1h,3h,ygeA,7.954221774,7.91583655,0.119449593,0.104739562,0.995279051,0.940861022
1h,5h,ygeA,7.954221774,7.782293947,0.119449593,0.115561716,0.991778376,0.925975111
1h,6.5h,ygeA,7.954221774,7.765001681,0.119449593,0.122816278,0.989290714,0.92687542
1h,8.5h,ygeA,7.954221774,7.730457393,0.119449593,0.123908202,0.987573816,0.912746801
1h,10h,ygeA,7.954221774,7.639603691,0.119449593,0.128570152,0.987872528,0.897892651
1h,11h,ygeA,7.954221774,7.628057478,0.119449593,0.132243684,0.988161273,0.915633832
1h,2h,bacA,6.368174478,6.453285643,0.235686236,0.240360834,0.997423558,0.961316293
1h,3h,bacA,6.368174478,6.421065203,0.235686236,0.246560106,0.995279051,0.940861022
1h,5h,bacA,6.368174478,6.36177837,0.235686236,0.2382896,0.991778376,0.925975111
1h,6.5h,bacA,6.368174478,6.3899706,0.235686236,0.209039843,0.989290714,0.92687542
1h,8.5h,bacA,6.368174478,6.356771428,0.235686236,0.227735505,0.987573816,0.912746801
1h,10h,bacA,6.368174478,6.276941395,0.235686236,0.25776724,0.987872528,0.897892651
1h,11h,bacA,6.368174478,6.281537681,0.235686236,0.255033412,0.988161273,0.915633832
1h,2h,U66,5.846107839,5.858255911,0.227357962,0.217635329,0.997423558,0.961316293
1h,3h,U66,5.846107839,5.851268498,0.227357962,0.243843627,0.995279051,0.940861022
1h,5h,U66,5.846107839,5.858755301,0.227357962,0.222756813,0.991778376,0.925975111
1h,6.5h,U66,5.846107839,5.919317102,0.227357962,0.199457958,0.989290714,0.92687542
1h,8.5h,U66,5.846107839,5.856802014,0.227357962,0.220079554,0.987573816,0.912746801
1h,10h,U66,5.846107839,5.721121412,0.227357962,0.27911299,0.987872528,0.897892651
1h,11h,U66,5.846107839,5.772431453,0.227357962,0.256205076,0.988161273,0.915633832
1h,2h,yhjX,7.155454448,7.332070012,0.191135772,0.180688708,0.997423558,0.961316293
1h,3h,yhjX,7.155454448,7.245164197,0.191135772,0.196304622,0.995279051,0.940861022
1h,5h,yhjX,7.155454448,7.172120987,0.191135772,0.204606449,0.991778376,0.925975111
1h,6.5h,yhjX,7.155454448,7.180866664,0.191135772,0.192946651,0.989290714,0.92687542
1h,8.5h,yhjX,7.155454448,7.114143331,0.191135772,0.195826961,0.987573816,0.912746801
1h,10h,yhjX,7.155454448,7.045565713,0.191135772,0.20400826,0.987872528,0.897892651
1h,11h,yhjX,7.155454448,7.033604247,0.191135772,0.211386998,0.988161273,0.915633832
1h,2h,secB,6.287111838,6.401507139,0.246675391,0.236454927,0.997423558,0.961316293
1h,3h,secB,6.287111838,6.370842076,0.246675391,0.231692755,0.995279051,0.940861022
1h,5h,secB,6.287111838,6.346294003,0.246675391,0.241314834,0.991778376,0.925975111
1h,6.5h,secB,6.287111838,6.424360897,0.246675391,0.217188334,0.989290714,0.92687542
1h,8.5h,secB,6.287111838,6.430226009,0.246675391,0.222050367,0.987573816,0.912746801
1h,10h,secB,6.287111838,6.343356327,0.246675391,0.24052052,0.987872528,0.897892651
1h,11h,secB,6.287111838,6.328342326,0.246675391,0.23520537,0.988161273,0.915633832
1h,2h,secA,5.84673938,5.891243826,0.237480463,0.233831706,0.997423558,0.961316293
1h,3h,secA,5.84673938,5.879639337,0.237480463,0.226477491,0.995279051,0.940861022
1h,5h,secA,5.84673938,5.897942828,0.237480463,0.232046239,0.991778376,0.925975111
1h,6.5h,secA,5.84673938,5.940915986,0.237480463,0.204802133,0.989290714,0.92687542
1h,8.5h,secA,5.84673938,5.885365365,0.237480463,0.227465829,0.987573816,0.912746801
1h,10h,secA,5.84673938,5.767272853,0.237480463,0.269035629,0.987872528,0.897892651
1h,11h,secA,5.84673938,5.79655936,0.237480463,0.263516918,0.988161273,0.915633832
1h,2h,emrE,7.387660825,7.578916175,0.16247038,0.149246087,0.997423558,0.961316293
1h,3h,emrE,7.387660825,7.502670898,0.16247038,0.145784131,0.995279051,0.940861022
1h,5h,emrE,7.387660825,7.416052794,0.16247038,0.161826783,0.991778376,0.925975111
1h,6.5h,emrE,7.387660825,7.37658959,0.16247038,0.167083314,0.989290714,0.92687542
1h,8.5h,emrE,7.387660825,7.380258971,0.16247038,0.163909397,0.987573816,0.912746801
1h,10h,emrE,7.387660825,7.287788275,0.16247038,0.162823635,0.987872528,0.897892651
1h,11h,emrE,7.387660825,7.248434552,0.16247038,0.180896027,0.988161273,0.915633832
1h,2h,ahpF,5.788893183,5.812849957,0.261786688,0.250863146,0.997423558,0.961316293
1h,3h,ahpF,5.788893183,5.80616199,0.261786688,0.250014936,0.995279051,0.940861022
1h,5h,ahpF,5.788893183,5.835825782,0.261786688,0.240357922,0.991778376,0.925975111
1h,6.5h,ahpF,5.788893183,5.862040861,0.261786688,0.225312915,0.989290714,0.92687542
1h,8.5h,ahpF,5.788893183,5.801493631,0.261786688,0.234227659,0.987573816,0.912746801
1h,10h,ahpF,5.788893183,5.70880789,0.261786688,0.266824875,0.987872528,0.897892651
1h,11h,ahpF,5.788893183,5.736561798,0.261786688,0.268950943,0.988161273,0.915633832
1h,2h,tatE,8.080759509,8.216661168,0.150721929,0.10768036,0.997423558,0.961316293
1h,3h,tatE,8.080759509,8.153017356,0.150721929,0.09152181,0.995279051,0.940861022
1h,5h,tatE,8.080759509,8.098503624,0.150721929,0.091263389,0.991778376,0.925975111
1h,6.5h,tatE,8.080759509,8.125532004,0.150721929,0.08786549,0.989290714,0.92687542
1h,8.5h,tatE,8.080759509,8.122920369,0.150721929,0.094073933,0.987573816,0.912746801
1h,10h,tatE,8.080759509,8.080949455,0.150721929,0.091109698,0.987872528,0.897892651
1h,11h,tatE,8.080759509,8.0176754,0.150721929,0.097028723,0.988161273,0.915633832
1h,2h,wrbA,8.969792025,9.199768397,0.129121505,0.107524678,0.997423558,0.961316293
1h,3h,wrbA,8.969792025,9.25120149,0.129121505,0.107518606,0.995279051,0.940861022
1h,5h,wrbA,8.969792025,9.290889704,0.129121505,0.103834313,0.991778376,0.925975111
1h,6.5h,wrbA,8.969792025,9.337297014,0.129121505,0.105091967,0.989290714,0.92687542
1h,8.5h,wrbA,8.969792025,9.349138889,0.129121505,0.106290815,0.987573816,0.912746801
1h,10h,wrbA,8.969792025,9.283208062,0.129121505,0.108330974,0.987872528,0.897892651
1h,11h,wrbA,8.969792025,9.224636078,0.129121505,0.119041262,0.988161273,0.915633832
1h,2h,lolA,6.504371956,6.61426724,0.262251638,0.234064881,0.997423558,0.961316293
1h,3h,lolA,6.504371956,6.572521183,0.262251638,0.241377202,0.995279051,0.940861022
1h,5h,lolA,6.504371956,6.521018138,0.262251638,0.227390883,0.991778376,0.925975111
1h,6.5h,lolA,6.504371956,6.529534883,0.262251638,0.240783361,0.989290714,0.92687542
1h,8.5h,lolA,6.504371956,6.528245342,0.262251638,0.24585731,0.987573816,0.912746801
1h,10h,lolA,6.504371956,6.433177712,0.262251638,0.253990082,0.987872528,0.897892651
1h,11h,lolA,6.504371956,6.428029792,0.262251638,0.257374182,0.988161273,0.915633832
1h,2h,sanA,6.90902589,7.115093529,0.423491512,0.254687296,0.997423558,0.961316293
1h,3h,sanA,6.90902589,7.067117543,0.423491512,0.227652886,0.995279051,0.940861022
1h,5h,sanA,6.90902589,7.08840363,0.423491512,0.193007627,0.991778376,0.925975111
1h,6.5h,sanA,6.90902589,7.132346041,0.423491512,0.18610642,0.989290714,0.92687542
1h,8.5h,sanA,6.90902589,7.15102388,0.423491512,0.177861624,0.987573816,0.912746801
1h,10h,sanA,6.90902589,7.061904074,0.423491512,0.187356073,0.987872528,0.897892651
1h,11h,sanA,6.90902589,7.037446758,0.423491512,0.196603607,0.988161273,0.915633832
1h,2h,trmE,8.028604885,8.259363636,0.131305358,0.115961503,0.997423558,0.961316293
1h,3h,trmE,8.028604885,8.249858213,0.131305358,0.121255032,0.995279051,0.940861022
1h,5h,trmE,8.028604885,8.196609747,0.131305358,0.136382857,0.991778376,0.925975111
1h,6.5h,trmE,8.028604885,8.24625484,0.131305358,0.128979745,0.989290714,0.92687542
1h,8.5h,trmE,8.028604885,8.206043976,0.131305358,0.148651035,0.987573816,0.912746801
1h,10h,trmE,8.028604885,8.070984959,0.131305358,0.148640021,0.987872528,0.897892651
1h,11h,trmE,8.028604885,8.031582995,0.131305358,0.152587622,0.988161273,0.915633832
